id_transaksi,id_pelanggan,id_produk,id_perusahaan,jumlah,total_harga,metode_pembayaran,tanggal_transaksi,status_transaksi
6234,1673,244,1,7,200431,Tunai,2023-10-01 19:23:21,Batal
6235,577,62,2,5,492770,E-Wallet,2023-04-12 13:37:55,Batal
6236,7,88,15,7,545167,Tunai,2023-03-15 22:03:09,Batal
6237,392,145,17,3,291951,Debit,2023-05-18 04:15:55,Batal
6238,790,45,15,9,412758,Kartu Kredit,2023-02-25 16:22:59,Batal
6239,1475,79,35,2,107882,Kartu Kredit,2023-07-27 03:17:54,Batal
6240,1923,63,50,6,134598,Debit,2023-01-29 02:45:43,Selesai
6241,1179,181,19,5,91170,Kartu Kredit,2023-12-05 03:49:12,Diproses
6242,742,73,21,8,179632,Debit,2023-01-03 13:46:46,Batal
6243,824,278,20,9,263745,Tunai,2023-07-18 06:42:19,Batal
6244,1326,270,46,3,40569,Tunai,2023-06-20 08:03:53,Selesai
6245,965,37,36,3,41469,E-Wallet,2023-03-15 01:39:37,Selesai
6246,629,17,4,3,75258,Transfer Bank,2023-03-24 06:58:14,Batal
6247,1085,54,26,4,109064,Kartu Kredit,2023-06-07 22:48:30,Batal
6248,325,232,15,4,259240,Kartu Kredit,2023-03-02 01:27:05,Batal
6249,257,230,10,8,690040,E-Wallet,2023-06-20 11:27:43,Batal
6250,890,172,23,9,129303,Transfer Bank,2023-11-30 23:01:33,Selesai
6251,1190,150,39,7,265776,Transfer Bank,2023-06-23 08:16:30,Diproses
6252,1447,235,10,5,60440,Transfer Bank,2023-09-24 09:56:27,Selesai
6253,1999,295,2,5,228405,Debit,2023-08-24 18:33:15,Diproses
6254,398,38,24,4,41008,E-Wallet,2023-07-09 21:39:32,Batal
6255,1305,254,48,3,119928,E-Wallet,2023-06-08 18:56:24,Diproses
6256,534,3,33,6,130344,Kartu Kredit,2023-06-07 00:42:01,Diproses
6257,866,225,6,9,693117,Kartu Kredit,2023-10-24 10:03:57,Selesai
6258,66,98,1,2,26332,E-Wallet,2023-02-17 22:33:57,Diproses
6259,1457,106,13,2,149614,E-Wallet,2023-06-24 20:01:25,Diproses
6260,31,175,10,4,116548,Debit,2023-01-17 00:17:56,Selesai
6261,1136,274,44,4,45200,Kartu Kredit,2023-03-19 13:23:27,Selesai
6262,1340,164,7,2,20920,Transfer Bank,2023-01-07 02:33:35,Selesai
6263,816,207,36,5,415875,Transfer Bank,2023-11-14 14:29:26,Selesai
6264,323,128,1,7,214767,Kartu Kredit,2023-07-28 20:09:08,Selesai
6265,1780,62,2,10,985540,Kartu Kredit,2023-07-14 11:10:15,Diproses
6266,1714,188,35,4,103048,Tunai,2023-02-12 20:31:26,Batal
6267,566,124,29,10,265040,E-Wallet,2023-07-31 08:06:05,Selesai
6268,737,249,21,4,108808,Debit,2023-11-11 05:32:28,Selesai
6269,1762,163,9,10,267430,Tunai,2023-01-09 08:17:23,Diproses
6270,774,219,41,1,14523,Transfer Bank,2023-06-13 04:54:42,Selesai
6271,483,195,21,6,409734,Tunai,2023-04-23 12:14:04,Batal
6272,78,73,21,7,157178,Kartu Kredit,2023-11-11 11:18:56,Selesai
6273,637,254,48,9,359784,Transfer Bank,2023-02-21 04:43:16,Selesai
6274,1911,173,27,2,50598,Transfer Bank,2023-09-28 10:05:09,Selesai
6275,1780,219,41,2,29046,Kartu Kredit,2023-05-12 00:20:14,Selesai
6276,1957,213,5,3,100023,Tunai,2023-01-24 10:27:38,Diproses
6277,593,17,4,2,50172,Debit,2023-12-03 11:52:47,Batal
6278,1730,298,3,8,247056,Tunai,2023-06-03 06:43:11,Selesai
6279,1453,269,10,2,26210,Tunai,2023-08-08 03:56:52,Diproses
6280,979,182,44,3,104955,E-Wallet,2023-07-26 05:02:37,Batal
6281,857,192,1,1,50931,Transfer Bank,2023-03-25 06:34:29,Batal
6282,1132,48,17,7,41692,Transfer Bank,2023-12-28 04:07:24,Diproses
6283,1911,84,30,2,66828,Debit,2023-01-17 07:12:32,Batal
6284,1954,116,46,8,277504,Kartu Kredit,2023-01-21 22:32:30,Diproses
6285,1405,233,45,2,52474,Debit,2023-10-20 23:46:42,Selesai
6286,1185,10,5,4,58212,Transfer Bank,2023-01-04 21:19:00,Diproses
6287,1831,80,28,1,44997,Tunai,2023-05-13 13:02:44,Diproses
6288,1362,201,27,3,216375,E-Wallet,2023-11-06 04:06:34,Selesai
6289,988,4,35,3,51870,Debit,2023-07-11 05:51:06,Batal
6290,1052,168,46,8,524568,Transfer Bank,2023-07-23 06:46:25,Diproses
6291,1095,272,25,10,219720,Kartu Kredit,2023-01-25 12:14:13,Selesai
6292,345,237,25,4,80908,Transfer Bank,2023-02-15 12:25:20,Batal
6293,1924,90,43,3,155559,Transfer Bank,2023-11-01 17:39:21,Selesai
6294,355,70,29,10,235020,E-Wallet,2023-09-18 10:38:27,Diproses
6295,358,168,46,5,327855,Tunai,2023-02-13 13:09:39,Batal
6296,1214,128,1,9,276129,Debit,2023-07-10 00:38:00,Batal
6297,598,121,32,2,47310,Transfer Bank,2023-07-28 13:15:00,Batal
6298,1613,160,13,6,102042,Transfer Bank,2023-04-15 04:24:57,Batal
6299,1119,27,29,1,20292,E-Wallet,2023-11-13 02:56:38,Diproses
6300,1703,294,28,3,250509,Debit,2023-10-20 15:19:34,Batal
6301,444,205,42,7,101864,Transfer Bank,2023-11-21 14:33:48,Diproses
6302,496,245,9,6,79218,Debit,2023-09-05 23:29:07,Diproses
6303,749,9,9,5,175345,Debit,2023-07-31 07:53:17,Selesai
6304,1106,253,26,6,273714,Tunai,2023-01-06 06:51:48,Diproses
6305,1024,238,20,1,89501,Transfer Bank,2023-08-14 15:50:44,Selesai
6306,1499,97,43,2,111072,E-Wallet,2023-11-03 15:05:02,Selesai
6307,195,40,40,4,351260,Debit,2023-08-17 04:27:29,Diproses
6308,1025,2,15,5,436835,Kartu Kredit,2023-03-23 08:28:28,Selesai
6309,226,192,1,7,356517,Transfer Bank,2023-06-13 07:34:17,Batal
6310,38,60,40,1,83658,Tunai,2023-05-02 07:36:53,Batal
6311,64,47,44,10,284810,Kartu Kredit,2023-12-24 18:59:51,Selesai
6312,670,96,8,1,41248,E-Wallet,2023-03-06 14:47:03,Selesai
6313,1658,197,3,1,13484,Transfer Bank,2023-03-22 10:00:31,Selesai
6314,795,142,23,3,39078,E-Wallet,2023-06-04 19:17:39,Selesai
6315,474,60,40,7,585606,Tunai,2023-04-24 17:25:11,Selesai
6316,1852,282,10,3,78333,Kartu Kredit,2023-02-10 22:26:04,Selesai
6317,131,244,1,2,57266,E-Wallet,2023-02-17 00:30:33,Diproses
6318,1627,299,49,5,142300,Debit,2023-06-30 15:08:38,Diproses
6319,513,24,5,6,171810,Tunai,2023-08-23 11:06:33,Diproses
6320,1305,294,28,6,501018,Tunai,2023-08-04 04:23:47,Selesai
6321,1225,6,23,1,24011,Debit,2023-06-10 10:05:08,Batal
6322,1635,120,17,6,503940,Kartu Kredit,2023-11-08 16:29:09,Batal
6323,463,187,21,10,280720,Debit,2023-02-03 19:09:44,Batal
6324,1638,222,27,4,87848,Debit,2023-03-12 17:28:19,Batal
6325,225,123,27,1,79812,Kartu Kredit,2023-10-01 14:39:48,Selesai
6326,1652,270,46,7,94661,E-Wallet,2023-02-07 23:41:58,Selesai
6327,813,213,5,6,200046,E-Wallet,2023-01-09 10:16:41,Selesai
6328,604,298,3,3,92646,Kartu Kredit,2023-05-23 06:27:57,Batal
6329,902,228,49,5,485780,Tunai,2023-09-15 23:39:21,Batal
6330,1188,23,43,6,116910,E-Wallet,2023-02-03 04:27:09,Batal
6331,691,99,41,3,147582,Kartu Kredit,2023-10-05 00:56:42,Batal
6332,1769,253,26,6,273714,Kartu Kredit,2023-06-02 22:09:25,Selesai
6333,647,270,46,8,108184,Transfer Bank,2023-08-31 12:15:48,Diproses
6334,1864,269,10,10,131050,Tunai,2023-06-05 18:00:10,Diproses
6335,1135,128,1,2,61362,E-Wallet,2023-02-11 02:57:52,Batal
6336,1774,59,11,2,35772,Tunai,2023-04-11 05:16:38,Selesai
6337,1482,135,45,2,35024,Kartu Kredit,2023-04-24 16:44:44,Diproses
6338,1651,257,10,5,115900,Debit,2023-12-11 09:54:45,Batal
6339,1979,214,38,8,200920,Kartu Kredit,2023-01-29 21:06:49,Diproses
6340,1916,105,22,8,151160,Tunai,2023-12-25 11:48:50,Diproses
6341,963,136,29,2,180096,Transfer Bank,2023-12-13 04:01:58,Selesai
6342,1398,210,43,7,79359,Transfer Bank,2023-05-05 17:34:53,Batal
6343,1853,163,9,1,26743,Transfer Bank,2023-05-17 15:47:40,Batal
6344,1517,3,33,4,86896,Debit,2023-01-03 21:20:36,Selesai
6345,1331,47,44,8,227848,E-Wallet,2023-12-09 21:31:50,Selesai
6346,946,15,36,7,189637,Tunai,2023-03-22 02:49:19,Diproses
6347,1796,19,39,2,92680,Tunai,2023-09-19 00:27:20,Selesai
6348,926,110,31,9,140742,Kartu Kredit,2023-11-29 20:36:50,Selesai
6349,1362,268,42,2,40250,E-Wallet,2023-03-05 01:03:07,Selesai
6350,1921,126,7,6,202908,E-Wallet,2023-08-17 00:27:37,Batal
6351,733,217,32,5,454670,Tunai,2023-01-12 21:42:14,Selesai
6352,1167,33,6,6,36612,Debit,2023-11-29 08:31:14,Selesai
6353,1600,205,42,1,14552,E-Wallet,2023-08-03 17:55:02,Selesai
6354,1745,149,29,2,25196,Tunai,2023-06-13 13:21:47,Batal
6355,422,139,18,3,236040,Debit,2023-09-14 15:01:54,Diproses
6356,1726,36,10,2,170228,Debit,2023-12-08 04:32:01,Batal
6357,650,150,39,7,265776,E-Wallet,2023-02-26 02:46:49,Batal
6358,1863,271,29,3,128253,Kartu Kredit,2023-03-30 20:47:56,Selesai
6359,1320,218,39,5,106785,Kartu Kredit,2023-10-16 07:08:42,Selesai
6360,1632,41,27,7,534037,Transfer Bank,2023-04-12 15:19:41,Batal
6361,113,115,19,9,85374,Transfer Bank,2023-11-11 03:57:00,Batal
6362,201,174,40,10,547900,Kartu Kredit,2023-04-03 10:56:08,Batal
6363,1883,217,32,7,636538,Debit,2023-02-27 00:51:22,Selesai
6364,1732,254,48,5,199880,E-Wallet,2023-04-10 20:32:13,Batal
6365,386,120,17,2,167980,E-Wallet,2023-10-20 01:44:06,Batal
6366,1189,162,25,1,54580,E-Wallet,2023-01-14 02:24:42,Batal
6367,1323,148,4,2,37460,Tunai,2023-09-26 08:52:09,Selesai
6368,975,54,26,4,109064,Debit,2023-09-06 20:23:05,Batal
6369,1522,124,29,2,53008,Tunai,2023-07-12 18:28:10,Diproses
6370,1226,24,5,8,229080,Transfer Bank,2023-06-16 07:26:35,Diproses
6371,1712,165,27,8,418032,E-Wallet,2023-01-21 18:46:39,Selesai
6372,1142,270,46,4,54092,Tunai,2023-04-17 12:33:47,Selesai
6373,1425,166,22,5,147475,Debit,2023-07-09 16:43:07,Batal
6374,1716,256,50,4,92736,Kartu Kredit,2023-04-14 20:57:06,Diproses
6375,457,191,44,10,72580,E-Wallet,2023-04-07 13:12:26,Batal
6376,1555,245,9,1,13203,Tunai,2023-09-16 04:53:06,Batal
6377,1029,185,42,3,74145,Debit,2023-11-21 22:27:05,Selesai
6378,157,248,3,6,308268,Tunai,2023-04-09 16:30:20,Selesai
6379,1629,289,29,4,97812,E-Wallet,2023-01-08 04:49:00,Selesai
6380,1868,60,40,9,752922,Debit,2023-08-30 07:40:06,Batal
6381,1141,294,28,8,668024,Debit,2023-09-08 04:58:22,Selesai
6382,1511,184,40,3,199626,Transfer Bank,2023-01-09 06:01:41,Batal
6383,1484,182,44,1,34985,Transfer Bank,2023-05-16 23:10:28,Batal
6384,1888,293,11,3,111477,Transfer Bank,2023-01-27 04:24:29,Diproses
6385,547,229,20,3,186039,E-Wallet,2023-06-04 15:41:00,Diproses
6386,102,204,13,4,51000,Transfer Bank,2023-08-24 04:38:02,Diproses
6387,1827,89,13,5,157345,Tunai,2023-06-15 10:48:04,Diproses
6388,195,47,44,10,284810,Debit,2023-12-01 16:53:27,Batal
6389,73,196,30,3,40500,E-Wallet,2023-07-19 03:38:18,Diproses
6390,1827,14,30,9,278082,Transfer Bank,2023-10-13 17:17:18,Diproses
6391,1344,28,34,7,198058,Transfer Bank,2023-11-07 07:46:24,Selesai
6392,183,63,50,3,67299,Tunai,2023-06-28 18:46:20,Diproses
6393,681,72,29,9,97758,Kartu Kredit,2023-10-30 08:12:35,Selesai
6394,430,124,29,2,53008,Kartu Kredit,2023-05-08 21:31:09,Batal
6395,996,256,50,3,69552,Debit,2023-01-01 21:31:22,Diproses
6396,1451,110,31,9,140742,Debit,2023-10-21 20:39:41,Batal
6397,253,218,39,3,64071,E-Wallet,2023-09-29 13:59:06,Selesai
6398,1962,134,19,2,104366,Kartu Kredit,2023-04-19 10:58:14,Selesai
6399,1018,254,48,4,159904,Kartu Kredit,2023-03-20 06:34:59,Batal
6400,1333,252,6,4,127592,E-Wallet,2023-12-02 02:58:37,Batal
6401,369,52,43,5,107925,Kartu Kredit,2023-01-05 14:35:37,Diproses
6402,518,95,16,1,26257,E-Wallet,2023-08-19 15:43:21,Selesai
6403,1836,247,46,5,34010,Tunai,2023-05-24 13:04:12,Diproses
6404,1041,234,49,2,27552,Transfer Bank,2023-10-03 07:30:42,Diproses
6405,589,74,25,6,94686,Tunai,2023-11-30 18:27:59,Diproses
6406,675,291,9,3,203118,Debit,2023-03-29 20:34:11,Diproses
6407,1653,2,15,10,873670,Debit,2023-05-20 09:08:03,Diproses
6408,1738,281,14,8,126080,E-Wallet,2023-08-25 01:03:43,Diproses
6409,1243,115,19,7,66402,Debit,2023-09-18 17:57:24,Selesai
6410,1001,108,29,8,291848,Transfer Bank,2023-05-16 05:47:35,Batal
6411,306,114,31,9,265617,Tunai,2023-06-13 23:53:35,Diproses
6412,1608,37,36,3,41469,Transfer Bank,2023-02-27 16:56:29,Selesai
6413,491,165,27,2,104508,Tunai,2023-09-14 04:53:40,Diproses
6414,151,123,27,4,319248,Tunai,2023-02-11 12:25:27,Selesai
6415,974,169,41,4,308836,Debit,2023-10-25 01:47:13,Diproses
6416,91,92,46,5,484125,E-Wallet,2023-08-12 23:54:23,Batal
6417,1956,269,10,5,65525,Tunai,2023-03-08 05:27:38,Selesai
6418,286,65,10,3,240174,Kartu Kredit,2023-11-29 11:26:59,Selesai
6419,1857,18,11,9,779589,E-Wallet,2023-11-02 00:00:45,Selesai
6420,1073,165,27,8,418032,Tunai,2023-10-26 07:32:41,Diproses
6421,1179,156,50,4,113424,Transfer Bank,2023-11-19 17:10:03,Selesai
6422,510,246,32,1,21627,Transfer Bank,2023-05-18 04:36:19,Diproses
6423,1799,226,9,9,565038,Kartu Kredit,2023-07-06 07:21:38,Diproses
6424,348,64,37,4,99324,Tunai,2023-06-14 18:18:17,Diproses
6425,1135,96,8,3,123744,E-Wallet,2023-09-10 05:48:00,Selesai
6426,1057,4,35,10,172900,Transfer Bank,2023-03-23 05:19:41,Batal
6427,139,191,44,2,14516,Transfer Bank,2023-04-01 01:19:33,Selesai
6428,1896,230,10,9,776295,Debit,2023-04-15 20:10:48,Diproses
6429,1226,279,9,9,613278,Kartu Kredit,2023-07-29 20:04:31,Selesai
6430,405,228,49,5,485780,E-Wallet,2023-12-11 19:48:02,Diproses
6431,1647,119,31,9,86481,Tunai,2023-02-07 04:09:21,Selesai
6432,1625,107,36,8,235016,Tunai,2023-09-18 15:30:34,Batal
6433,1178,137,21,7,39529,Kartu Kredit,2023-04-29 21:58:53,Batal
6434,642,158,38,1,50189,E-Wallet,2023-11-29 13:29:52,Batal
6435,1808,8,7,1,27119,Debit,2023-12-21 20:58:17,Selesai
6436,1881,183,50,6,62850,Transfer Bank,2023-07-21 11:25:16,Selesai
6437,1750,105,22,5,94475,Transfer Bank,2023-10-08 23:54:37,Selesai
6438,1367,64,37,9,223479,Tunai,2023-09-17 07:52:35,Diproses
6439,1662,92,46,10,968250,Kartu Kredit,2023-07-20 23:12:39,Batal
6440,119,70,29,9,211518,Debit,2023-07-11 03:12:52,Batal
6441,1212,284,40,3,43884,Debit,2023-07-20 04:17:51,Batal
6442,1508,182,44,4,139940,E-Wallet,2023-01-28 05:51:14,Batal
6443,873,151,36,2,60446,Debit,2023-12-10 09:49:29,Selesai
6444,444,18,11,8,692968,Tunai,2023-05-29 02:12:44,Batal
6445,853,253,26,1,45619,E-Wallet,2023-03-24 18:50:10,Selesai
6446,186,52,43,10,215850,Tunai,2023-10-07 02:09:03,Batal
6447,1428,48,17,2,11912,Transfer Bank,2023-05-10 02:05:34,Batal
6448,1523,113,21,1,27239,Transfer Bank,2023-04-06 02:39:37,Batal
6449,421,59,11,4,71544,Debit,2023-09-24 02:19:47,Selesai
6450,472,250,41,8,63032,Transfer Bank,2023-01-30 23:18:52,Batal
6451,18,111,36,8,180568,Transfer Bank,2023-09-03 01:34:30,Diproses
6452,433,15,36,7,189637,Tunai,2023-11-11 20:44:28,Diproses
6453,1190,71,16,1,28802,Tunai,2023-04-22 09:07:47,Batal
6454,1060,67,8,1,82127,E-Wallet,2023-02-25 21:03:46,Selesai
6455,802,94,26,5,316445,E-Wallet,2023-09-27 01:06:32,Batal
6456,261,153,19,7,107709,Transfer Bank,2023-04-15 20:44:05,Batal
6457,500,76,27,6,522636,Debit,2023-01-24 13:01:05,Batal
6458,1936,169,41,3,231627,Transfer Bank,2023-09-14 12:57:40,Diproses
6459,50,172,23,4,57468,E-Wallet,2023-11-10 10:25:16,Batal
6460,1279,62,2,3,295662,Tunai,2023-11-13 07:10:37,Batal
6461,326,18,11,10,866210,Debit,2023-07-05 03:02:05,Diproses
6462,1665,12,31,4,148292,Debit,2023-09-28 00:53:01,Diproses
6463,658,6,23,9,216099,Tunai,2023-08-09 17:35:39,Diproses
6464,1544,213,5,9,300069,Debit,2023-04-18 20:09:32,Batal
6465,892,168,46,8,524568,Transfer Bank,2023-10-30 20:10:39,Selesai
6466,1689,229,20,5,310065,Debit,2023-03-14 00:31:02,Selesai
6467,1987,162,25,5,272900,Tunai,2023-12-26 20:02:44,Diproses
6468,741,44,13,6,75780,Debit,2023-06-13 01:04:24,Batal
6469,1634,144,43,1,50934,Transfer Bank,2023-11-02 15:58:01,Selesai
6470,100,60,40,7,585606,E-Wallet,2023-11-07 06:12:59,Batal
6471,1232,125,20,1,64867,Tunai,2023-01-28 18:56:04,Selesai
6472,1811,132,15,2,51332,Debit,2023-12-06 02:07:59,Selesai
6473,715,276,10,1,29192,E-Wallet,2023-09-02 16:45:21,Batal
6474,40,293,11,2,74318,Debit,2023-11-01 06:04:40,Batal
6475,1953,222,27,6,131772,Debit,2023-07-21 14:48:09,Batal
6476,12,26,23,1,43257,Tunai,2023-12-12 10:22:04,Batal
6477,77,12,31,5,185365,E-Wallet,2023-04-09 23:33:38,Batal
6478,516,237,25,7,141589,Transfer Bank,2023-11-04 13:22:03,Selesai
6479,606,275,39,8,56304,Debit,2023-03-08 04:12:23,Batal
6480,833,10,5,5,72765,Transfer Bank,2023-08-14 14:57:32,Diproses
6481,291,145,17,7,681219,E-Wallet,2023-02-22 06:06:33,Batal
6482,909,217,32,1,90934,Tunai,2023-03-16 17:26:53,Diproses
6483,81,241,18,10,410660,Debit,2023-10-14 19:07:26,Selesai
6484,183,260,49,2,60868,Kartu Kredit,2023-09-17 06:22:01,Selesai
6485,1624,197,3,6,80904,Kartu Kredit,2023-09-22 13:50:25,Diproses
6486,764,31,46,9,646875,Tunai,2023-05-23 23:16:19,Diproses
6487,676,12,31,5,185365,Kartu Kredit,2023-02-12 06:33:02,Batal
6488,1926,12,31,8,296584,Tunai,2023-10-29 07:44:59,Batal
6489,526,37,36,7,96761,Debit,2023-07-06 19:29:53,Batal
6490,1755,199,48,4,110480,Tunai,2023-09-01 01:17:01,Selesai
6491,1415,118,32,3,184998,Kartu Kredit,2023-02-17 05:45:51,Diproses
6492,940,206,16,8,129400,Tunai,2023-03-04 23:27:13,Batal
6493,630,193,48,2,69346,E-Wallet,2023-07-18 00:34:22,Batal
6494,1886,150,39,5,189840,E-Wallet,2023-08-19 13:49:07,Batal
6495,580,188,35,9,231858,Transfer Bank,2023-12-17 12:30:10,Selesai
6496,515,158,38,2,100378,Transfer Bank,2023-03-30 12:27:51,Selesai
6497,1042,35,36,2,40138,Kartu Kredit,2023-12-02 12:33:57,Batal
6498,1296,66,12,5,57535,Debit,2023-10-26 00:54:29,Batal
6499,1912,81,44,10,856460,E-Wallet,2023-10-18 13:24:51,Diproses
6500,665,295,2,2,91362,Debit,2023-12-22 12:35:54,Batal
6501,1990,272,25,10,219720,Debit,2023-01-08 18:33:17,Selesai
6502,1177,159,23,7,165620,Debit,2023-11-27 09:25:51,Diproses
6503,523,208,22,4,139820,Transfer Bank,2023-03-02 01:36:05,Diproses
6504,1534,149,29,9,113382,Transfer Bank,2023-07-11 23:30:11,Diproses
6505,38,245,9,4,52812,E-Wallet,2023-06-04 07:04:42,Diproses
6506,1308,245,9,7,92421,Debit,2023-11-28 13:03:57,Diproses
6507,963,106,13,8,598456,Transfer Bank,2023-01-18 14:06:06,Batal
6508,509,141,38,3,117216,Debit,2023-02-13 07:23:37,Diproses
6509,205,276,10,8,233536,Tunai,2023-06-14 10:52:54,Selesai
6510,1735,276,10,10,291920,E-Wallet,2023-04-30 01:49:34,Batal
6511,892,235,10,7,84616,E-Wallet,2023-09-27 14:24:45,Batal
6512,1544,30,36,10,120440,Tunai,2023-08-17 11:36:33,Selesai
6513,1232,98,1,6,78996,Kartu Kredit,2023-05-28 18:57:48,Batal
6514,259,176,17,10,370360,Transfer Bank,2023-03-23 18:53:08,Selesai
6515,919,223,7,10,193760,E-Wallet,2023-11-25 08:16:24,Selesai
6516,1088,182,44,7,244895,E-Wallet,2023-05-04 17:11:02,Diproses
6517,240,14,30,6,185388,E-Wallet,2023-10-12 22:11:50,Selesai
6518,1632,213,5,8,266728,Tunai,2023-09-14 22:18:57,Batal
6519,1753,143,11,8,246480,E-Wallet,2023-07-06 22:12:44,Selesai
6520,557,18,11,6,519726,E-Wallet,2023-11-25 12:04:57,Batal
6521,1935,29,9,3,270222,Debit,2023-10-19 05:16:38,Selesai
6522,1428,44,13,6,75780,Debit,2023-04-20 13:21:05,Batal
6523,1266,145,17,1,97317,Transfer Bank,2023-09-26 17:38:31,Diproses
6524,1799,276,10,6,175152,E-Wallet,2023-11-12 10:38:54,Batal
6525,271,190,5,7,611891,Kartu Kredit,2023-07-10 12:49:49,Batal
6526,1946,137,21,9,50823,Debit,2023-05-19 14:53:25,Batal
6527,1501,173,27,8,202392,E-Wallet,2023-11-20 16:16:41,Diproses
6528,840,108,29,4,145924,Debit,2023-09-25 21:51:04,Batal
6529,1990,95,16,1,26257,Debit,2023-01-11 05:55:22,Diproses
6530,1841,175,10,4,116548,Tunai,2023-09-24 08:21:35,Batal
6531,329,241,18,8,328528,Kartu Kredit,2023-07-25 01:03:28,Diproses
6532,1448,74,25,8,126248,E-Wallet,2023-08-11 01:25:07,Batal
6533,1377,260,49,9,273906,E-Wallet,2023-01-24 09:01:22,Diproses
6534,1138,298,3,5,154410,Kartu Kredit,2023-10-13 14:14:54,Diproses
6535,874,207,36,1,83175,Kartu Kredit,2023-06-09 03:07:53,Batal
6536,1661,277,43,1,63554,Kartu Kredit,2023-10-30 02:15:23,Batal
6537,892,157,18,5,115755,Transfer Bank,2023-03-08 23:37:27,Diproses
6538,1853,147,34,4,115048,Debit,2023-01-18 22:27:33,Selesai
6539,1968,247,46,10,68020,E-Wallet,2023-11-08 10:52:58,Selesai
6540,886,182,44,4,139940,E-Wallet,2023-07-12 12:32:32,Batal
6541,1395,270,46,5,67615,Kartu Kredit,2023-04-19 00:57:04,Batal
6542,218,216,4,5,113940,Transfer Bank,2023-01-26 02:23:29,Diproses
6543,229,200,10,4,340128,E-Wallet,2023-08-15 00:05:30,Batal
6544,45,242,19,3,77424,Debit,2023-08-24 21:14:08,Selesai
6545,706,19,39,2,92680,E-Wallet,2023-08-24 12:24:42,Selesai
6546,715,219,41,10,145230,E-Wallet,2023-07-25 21:28:18,Selesai
6547,984,261,42,3,79818,Kartu Kredit,2023-01-21 18:23:02,Batal
6548,1372,24,5,1,28635,Transfer Bank,2023-01-25 14:06:44,Selesai
6549,442,158,38,10,501890,Tunai,2023-02-24 22:07:17,Selesai
6550,1940,246,32,5,108135,Kartu Kredit,2023-03-11 01:40:54,Batal
6551,1176,90,43,5,259265,Transfer Bank,2023-04-20 06:54:00,Selesai
6552,1131,2,15,2,174734,E-Wallet,2023-09-19 06:23:47,Diproses
6553,1309,181,19,10,182340,Transfer Bank,2023-02-15 18:11:22,Selesai
6554,1321,90,43,10,518530,Debit,2023-06-13 07:37:23,Batal
6555,81,127,11,2,119358,Tunai,2023-07-30 15:31:49,Selesai
6556,1134,237,25,10,202270,Tunai,2023-04-13 04:54:01,Batal
6557,1874,183,50,10,104750,Debit,2023-02-07 05:44:34,Selesai
6558,1339,75,22,1,22473,Kartu Kredit,2023-11-17 22:36:12,Selesai
6559,1153,31,46,6,431250,Transfer Bank,2023-05-30 10:19:58,Batal
6560,1393,222,27,10,219620,Debit,2023-03-01 21:05:23,Selesai
6561,1176,149,29,4,50392,Transfer Bank,2023-09-20 09:39:09,Selesai
6562,1477,247,46,6,40812,Debit,2023-12-11 07:50:58,Selesai
6563,1086,257,10,5,115900,E-Wallet,2023-04-05 02:44:23,Batal
6564,1474,246,32,4,86508,Debit,2023-09-01 19:35:50,Diproses
6565,1291,167,44,1,38624,Kartu Kredit,2023-01-04 18:40:39,Diproses
6566,368,230,10,8,690040,Kartu Kredit,2023-09-23 13:19:59,Selesai
6567,930,295,2,4,182724,Tunai,2023-06-05 17:52:51,Selesai
6568,733,24,5,6,171810,Debit,2023-03-18 20:15:41,Selesai
6569,870,228,49,10,971560,Transfer Bank,2023-02-26 13:55:41,Batal
6570,1766,157,18,9,208359,Kartu Kredit,2023-09-26 08:20:31,Batal
6571,295,203,44,9,58626,E-Wallet,2023-10-24 01:06:55,Diproses
6572,999,124,29,9,238536,Transfer Bank,2023-08-10 03:09:04,Batal
6573,1763,41,27,3,228873,Transfer Bank,2023-06-19 09:40:42,Batal
6574,340,260,49,8,243472,E-Wallet,2023-04-10 20:26:51,Batal
6575,1615,276,10,7,204344,Transfer Bank,2023-02-02 09:57:02,Selesai
6576,604,10,5,8,116424,E-Wallet,2023-10-01 18:42:04,Selesai
6577,1223,194,7,10,107510,E-Wallet,2023-05-02 17:59:42,Selesai
6578,1710,145,17,2,194634,Debit,2023-07-08 18:33:56,Selesai
6579,153,264,33,1,16544,Kartu Kredit,2023-01-08 02:05:54,Batal
6580,42,136,29,2,180096,Tunai,2023-06-28 17:18:09,Selesai
6581,1161,36,10,3,255342,Transfer Bank,2023-10-29 05:02:20,Batal
6582,511,128,1,8,245448,Tunai,2023-12-26 13:59:30,Selesai
6583,865,187,21,8,224576,Transfer Bank,2023-12-25 12:30:01,Selesai
6584,597,203,44,4,26056,Debit,2023-05-04 10:34:41,Selesai
6585,162,299,49,4,113840,Debit,2023-03-23 04:15:57,Selesai
6586,1356,41,27,1,76291,Tunai,2023-10-07 08:08:16,Batal
6587,1047,155,13,6,526572,E-Wallet,2023-06-22 00:19:00,Selesai
6588,1955,47,44,4,113924,E-Wallet,2023-01-23 08:16:55,Diproses
6589,95,34,50,8,72320,Debit,2023-08-09 06:56:28,Selesai
6590,189,231,36,6,471810,E-Wallet,2023-01-11 18:49:21,Batal
6591,478,4,35,3,51870,Tunai,2023-10-02 01:04:18,Diproses
6592,1741,228,49,4,388624,E-Wallet,2023-03-24 17:59:55,Selesai
6593,1708,247,46,1,6802,Tunai,2023-11-23 18:58:17,Selesai
